FULL,Year,PG,ID,ID2,CAT_ORG,CAT_MOD,FULL.1,Position,Nation,Name,Addy_Clean,Address,Nationality - Katherine Vote,Nationality - Zehra Vote,Nationality - Jessica,Nationality Final,api_result1,api_result2,nationality_api,nationality_ipums,Origin_api,Gender - Katherine Vote,Gender - Zehra Vote,Gender - Jessica,Gender - Final,Gender_api,gender_combined,gender_final,Notes,Arrival / I Record,CORNER,Address2,ST combi,ST Name,ST Name 2,ST Name 3,ST Name 4,ST Name 5,ST Name 6,Last,First,probability1,probability12,if error,if>40,final_api,final_ancestry,country_match,region_match,Final Result,,,
"Ubaldi John, 175 Prince",1898_TrowBusMan,963,1895,1898_TrowBusMan_1895,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Ubaldi John, 175 Prince",13,,Ubaldi John ,175 Prince  ,175 Prince,Italian,Italian,,Italian,Kenya,Nigerian,undecided,undecided,Eastern Africa,m,,m,m,m,m,m,,,N,175,Prince  ,Prince,,,,,,Stein,Henry,0.3873251,0.59453835,,0.501568131,Kenya,Italian,,Russian/German/Austrian/Hungarian,FALSE,,,
Zangheri Edward J. 17 E 22d,1898_TrowBusMan,964,2055,1898_TrowBusMan_2055,Restaurants (Marked thus + are oyster saloons.),Restaurant,Zangheri Edward J. 17 E 22d,19,,Zangheri Edward J ,17 E 22nd ,17 E 22d,,Italian,,Italian,Kenya,ZW,undecided,undecided,Eastern Africa,m,,m,m,m,m,m,,,N,17,E 22nd ,E,22nd,,,,,Yost,&,0.65425292,0.67539502,,0.661557779,Kenya,Italian,,New York/German,FALSE,,,
"Bonwoll Abraham, 132 Allen",1898_TrowBusMan,952,250,1898_TrowBusMan_250,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bonwoll Abraham, 132 Allen",17,,Bonwoll Abraham ,132 Allen st  ,132 Allen,English,,,English,Liberian,Ethiopian,undecided,undecided,Western Africa,m,m,,m,m,m,m,,,N,132,Allen st  ,Allen,,,,,,Meyer,John,0.501764908,0.649758356,,0.402349561,Liberian,English,,German/Russian,FALSE,,,
"Peyson Solomon, 1 Pike",1898_TrowBusMan,960,1480,1898_TrowBusMan_1480,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Peyson Solomon, 1 Pike",16,,Peyson Solomon ,1 Pike st  ,1 Pike,,,,,Liberian,Jewish,undecided,undecided,Western Africa,m,,m,m,m,m,m,,,N,1,Pike st  ,Pike,,,,,,Roth,Margaret,0.504067776,0.534348732,,0.63122306,Liberian,0,,Austrian/Hungarian/Russian,FALSE,,,
+Dorlon A. & P. 187 Fulton mkt,1898_TrowBusMan,954,534,1898_TrowBusMan_534,Restaurants (Marked thus + are oyster saloons.),Oyster Saloon,+Dorlon A. & P. 187 Fulton mkt,16,,Dorlon A & P ,187 Fulton mkt ,187 Fulton mkt,,,,,Liberian,Irish,undecided,undecided,,,,,,f,undecided,undecided,,,N,187,Fulton mkt ,Fulton,mkt,,,,,Calama,Sarando,0.559015553,0.645119585,,0.493402011,Liberian,0,,FALSE,FALSE,,,
"Elters Abraham, 214 Mercer",1898_TrowBusMan,954,593,1898_TrowBusMan_593,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Elters Abraham, 214 Mercer",16,,Elters Abraham ,214 Mercer  ,214 Mercer,German,,,German,Liberian,English,undecided,undecided,Western Africa,m,m,,m,m,m,m,,,N,214,Mercer  ,Mercer,,,,,,Miller,August,0.755078932,0.834883417,,0.508268116,Liberian,German,,Russian,FALSE,,,
"Theodore Abraham, 163 Wooster",1898_TrowBusMan,963,1857,1898_TrowBusMan_1857,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Theodore Abraham, 163 Wooster",18,,Theodore Abraham ,163 Wooster  ,163 Wooster,,French,,French,Liberian,Ethiopian,undecided,undecided,Western Africa,m,,m,m,m,m,m,,,N,163,Wooster  ,Wooster,,,,,,Sicher,Simon,0.50683998,0.5027675,error,0.489101805,Liberian,French,,Austrian,FALSE,,,
"Kahn Charles, 2679, 8th av",1898_TrowBusMan,957,1001,1898_TrowBusMan_1001,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Kahn Charles, 2679, 8th av",14,,Kahn Charles ,2679 8th av ,"2679, 8th av",German,,,German,Liberian,Irish,undecided,undecided,Western Africa,m,m,,m,m,m,m,,,N,2679,8th av ,8th,av,,,,,Childs,S,0.50757773,0.77746233,,0.706098906,Liberian,German,,New York/ Scottish,FALSE,,,
"Korn Morris, 254 E Houston",1898_TrowBusMan,957,1076,1898_TrowBusMan_1076,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Korn Morris, 254 E Houston",13,,Korn Morris ,254 E Houston ,254 E Houston,German,,,German,Liberian,German,German,German,Western Africa,m,m,,m,m,m,m,,,N,254,E Houston ,E,Houston,,,,,Degrushe,Jessie,0.48984857,0.45750023,error,0.498628416,Liberian,German,,New York,FALSE,,,
"Kutner Abraham, 175 Allen",1898_TrowBusMan,958,1107,1898_TrowBusMan_1107,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Kutner Abraham, 175 Allen",16,,Kutner Abraham ,175 Allen st  ,175 Allen,German,,,German,Liberian,Jewish,undecided,undecided,Western Africa,m,m,,m,m,m,m,,,N,175,Allen st  ,Allen,,,,,,DENNETT,SURPASSING,0.4767532,0.71610998,,0.709858478,Liberian,German,,Russian/Scottland/Hungarian/New York,FALSE,,,
"Zahn Henry, 7 E Bway",1898_TrowBusMan,964,2053,1898_TrowBusMan_2053,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Zahn Henry, 7 E Bway",12,,Zahn Henry ,7 E Broadway,7 E Bway,,German,,German,Liberian,German,German,German,Western Africa,m,,m,m,m,m,m,,,N,7,E Broadway,E,Bway,,,,,Yannacopulo,Ellas,0.36109398,0.39737227,,0.649905184,Liberian,German,,FALSE,FALSE,,,
Chelsea (The) 224 W 23d,1898_TrowBusMan,953,369,1898_TrowBusMan_369,Restaurants (Marked thus + are oyster saloons.),Restaurant,Chelsea (The) 224 W 23d,14,,Chelsea (The) ,224 W 23rd ,224 W 23d,English,,,English,MU,Cambodian,cannot use api,cannot use api,,,,,,f,cannot use api,cannot use api,,,N,224,W 23rd ,W,23rd,,,,,Ryba,William,0.455826617,0.570297344,,0.498398829,MU,English,,Austrian,FALSE,,,
"Gombossy Lena, 105, 2d av & 112, 3d av",1898_TrowBusMan,955,765,1898_TrowBusMan_765,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Gombossy Lena, 105, 2d av & 112, 3d av",15,,Gombossy Lena ,105 2nd av ,"105, 2d av & 112, 3d av",French,,,French,Slovakian,Jewish,undecided,undecided,Eastern Europe,f,f,,f,f,f,f,,,N,105,2nd av ,2nd,av,,,,,Jacobs,John,0.483507686,0.489154761,,0.439849065,Slovakian,French,,German/Eastern Europe,FALSE,,,
"Gombossy Lena, 105, 2d av & 112, 3d av",1898_TrowBusMan,955,766,1898_TrowBusMan_766,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Gombossy Lena, 105, 2d av & 112, 3d av",15,,Gombossy Lena ,112 3rd av ,"105, 2d av & 112, 3d av",French,,,French,Slovakian,Jewish,undecided,undecided,Eastern Europe,f,f,,f,f,f,f,,,N,112,3rd av ,3rd,av,,,,,Jacobs,Matilda,0.817353282,0.856061463,,0.702265971,Slovakian,French,,,FALSE,,,
"Plavano Lena, 38 W 29th",1898_TrowBusMan,960,1491,1898_TrowBusMan_1491,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Plavano Lena, 38 W 29th",14,,Plavano Lena ,38 W 29th ,38 W 29th,Italian,,,Italian,Slovakian,Spanish,undecided,undecided,Eastern Europe,f,,f,f,f,f,f,,,N,38,W 29th ,W,29th,,,,,Krim,Abraham,0.37396867,0.53193593,,0.56944085,Slovakian,Italian,,Russian/Austrian,FALSE,,,
"Jacobs John W. 665, 11th av",1898_TrowBusMan,957,963,1898_TrowBusMan_963,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Jacobs John W. 665, 11th av",15,,Jacobs John W ,665 11th av ,"665, 11th av",Jewish,,,Jewish,South Africa,English,undecided,undecided,Southern Africa,m,m,,m,m,m,m,,,N,665,11th av ,11th,av,,,,,Jacobs,Minnie,0.796335165,0.819351851,,0.55021034,South Africa,Jewish,,,FALSE,,,
Jacobs Matilda. 199 Forsyth,1898_TrowBusMan,957,964,1898_TrowBusMan_964,Restaurants (Marked thus + are oyster saloons.),Restaurant,Jacobs Matilda. 199 Forsyth,16,,Jacobs Matilda ,199 Forsyth  ,199 Forsyth,Jewish,,,Jewish,South Africa,English,undecided,undecided,Southern Africa,f,f,,f,f,f,f,,,N,199,Forsyth  ,Forsyth,,,,,,Layman,Newton,0.50826297,0.560337116,,0.710228884,South Africa,Jewish,,Russian,FALSE,,,
"Jacobs Minnie, 2 E Houston",1898_TrowBusMan,957,966,1898_TrowBusMan_966,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Jacobs Minnie, 2 E Houston",15,,Jacobs Minnie ,2 E Houston ,2 E Houston,Jewish,,,Jewish,South Africa,English,undecided,undecided,Southern Africa,f,f,,f,f,f,f,,,N,2,E Houston ,E,Houston,,,,,Snyder,John,0.484912997,0.576044775,,0.713945982,South Africa,Jewish,,German/Russian/New York,FALSE,,,
"Swart Alfred. 772, 3d av",1898_TrowBusMan,962,1842,1898_TrowBusMan_1842,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Swart Alfred. 772, 3d av",14,,Swart Alfred ,772 3rd av ,"772, 3d av",,,Dutch,Dutch,South Africa,English,undecided,undecided,Southern Africa,m,,m,m,m,m,m,,,N,772,3rd av ,3rd,av,,,,,Shanley,Brothers,0.75667961,0.93344987,,0.846339299,South Africa,Dutch,,Ireland/New York,FALSE,,,
Sitswitz Theodore. 1821 Amsterdam av,1898_TrowBusMan,962,1744,1898_TrowBusMan_1744,Restaurants (Marked thus + are oyster saloons.),Restaurant,Sitswitz Theodore. 1821 Amsterdam av,19,,Sitswitz Theodore ,1821 Amsterdam av ,1821 Amsterdam av,German,,,German,South Africa,German,German,German,Southern Africa,m,,m,m,m,m,m,,,N,1821,Amsterdam av ,Amsterdam,av,,,,,Rischow,Charles,0.49660483,0.46425103,error,0.865365492,South Africa,German,,FALSE,FALSE,,,
"Moncrieff C. R. 1215, 3d av",1898_TrowBusMan,959,1333,1898_TrowBusMan_1333,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Moncrieff C. R. 1215, 3d av",16,,Moncrieff C R ,1215 3rd av ,"1215, 3d av",,,Scottish,Scottish,South Africa,English,undecided,undecided,Southern Africa,,,,,m,undecided,undecided,,,N,1215,3rd av ,3rd,av,,,,,Hauck,&,0.74219377,0.73440337,error,0.507198197,South Africa,Scottish,,German,FALSE,,,
"Bergamo Joseph, 206 Mulberry",1898_TrowBusMan,952,192,1898_TrowBusMan_192,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bergamo Joseph, 206 Mulberry",16,,Bergamo Joseph ,206 Mulberry  ,206 Mulberry,Italian,,Italian,Italian,Spanish,French,undecided,cannot use ipums,Southern Europe,m,m,,m,m,m,m,,,N,206,Mulberry  ,Mulberry,,,,,,Kull,David,0.507261129,0.644743339,,0.443208015,Spanish,Italian,,Russian,FALSE,,,
"Camera Brothers, 219 Mott",1898_TrowBusMan,953,332,1898_TrowBusMan_332,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Camera Brothers, 219 Mott",17,,Camera Brothers ,219 Mott  ,219 Mott,,,Scottish,Scottish,Spanish,Italian,cannot use api,cannot use api,Southern Europe,m,m,,m,m,m,m,,,N,219,Mott  ,Mott,,,,,,Karp,Hyman,0.661557779,0.68006571,,0.460344599,Spanish,Scottish,,FALSE,FALSE,,,
"Baro Christian, 76 E 4th",1898_TrowBusMan,952,162,1898_TrowBusMan_162,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Baro Christian, 76 E 4th",16,,Baro Christian ,76 E 4th ,76 E 4th,Finnish,,German,Finnish,Spanish,French,undecided,cannot use ipums,Southern Europe,m,m,,m,m,m,m,,,N,76,E 4th ,E,4th,,,,,Wolf,Nathan,0.633153503,0.731078153,,0.500237537,Spanish,Finnish,,Russian/German/Austrian,FALSE,,,
"Ferro Abraham, 280 Delancey",1898_TrowBusMan,955,640,1898_TrowBusMan_640,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Ferro Abraham, 280 Delancey",15,,Ferro Abraham ,280 Delancey  ,280 Delancey,Irish,,,Irish,Spanish,Ethiopian,undecided,undecided,Southern Europe,m,m,,m,m,m,m,,,N,280,Delancey  ,Delancey,,,,,,Lind,Isidor,0.648670861,0.830439258,,0.486041846,Spanish,Irish,,Austrian/German,FALSE,,,
"Caramella Sander, 250 Gwich",1898_TrowBusMan,953,340,1898_TrowBusMan_340,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Caramella Sander, 250 Gwich",18,,Caramella Sander ,250 Greenwich,250 Gwich,Italian,,,Italian,Spanish,Italian,Italian,Italian,Southern Europe,m,m,,m,m,m,m,,,N,250,Greenwich,Gwich,,,,,,Steinberg,Amelia,0.507819522,0.57455724,,0.506114132,Spanish,Italian,,Russian,FALSE,,,
Hugo Joseph. 475 W Bway,1898_TrowBusMan,957,946,1898_TrowBusMan_946,Restaurants (Marked thus + are oyster saloons.),Restaurant,Hugo Joseph. 475 W Bway,13,,Hugo Joseph ,475 W Broadway,475 W Bway,French,,,French,Spanish,Kenya,undecided,undecided,Southern Europe,m,m,,m,m,m,m,,,N,475,W Broadway,W,Bway,,,,,Brindze,Bernard,0.50534489,0.46450091,error,0.833250462,Spanish,French,,FALSE,FALSE,,,
Martin Samuel W. 1437 Bway,1898_TrowBusMan,959,1263,1898_TrowBusMan_1263,Restaurants (Marked thus + are oyster saloons.),Restaurant,Martin Samuel W. 1437 Bway,17,,Martin Samuel W ,1437 Broadway,1437 Bway,,,Great Britain,Great Britain,Spanish,Irish,undecided,undecided,Southern Europe,m,,m,m,m,m,m,,https://www.ancestrylibrary.com/interactive/1629/31194_121031-00994?pid=6487974&backurl=https://search.ancestrylibrary.com/cgi-bin/sse.dll?_phsrc%3DIQz265%26_phstart%3DsuccessSource%26usePUBJs%3Dtrue%26qh%3D2oBiAI6O8Sz5ffyxJp4JWw%253D%253D%26gss%3Dangs-c%26new%3D1%26rank%3D1%26gsfn%3Dsamuel%2520w%26gsfn_x%3D0%26gsln%3Dmartin%26gsln_x%3D0%26MSAV%3D1%26uidh%3Dqh4%26pcat%3D40%26h%3D6487974%26dbid%3D1629%26indiv%3D1%26ml_rpos%3D1&treeid=&personid=&hintid=&usePUB=true&_phsrc=IQz265&_phstart=successSource&usePUBJs=true,N,1437,Broadway,Bway,,,,,,Gazzello,&,0.50183837,0.46141863,error,0.755078932,Spanish,Great Britain,,FALSE,FALSE,,,
"Pasterio Alfred, 8 James sl",1898_TrowBusMan,960,1458,1898_TrowBusMan_1458,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Pasterio Alfred, 8 James sl",17,,Pasterio Alfred ,8 James slip ,8 James sl,Italian,,,Italian,Spanish,Italian,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,8,James slip ,James,sl,,,,,Keck,(refused),0.50844367,0.73971959,,0.64412194,Spanish,Italian,,German,FALSE,,,
"Polegre Guillermo, 214 Pearl",1898_TrowBusMan,960,1494,1898_TrowBusMan_1494,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Polegre Guillermo, 214 Pearl",19,,Polegre Guillermo ,214 Pearl  ,214 Pearl,Italian,,,Italian,Spanish,Italian,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,214,Pearl  ,Pearl,,,,,,Kruger,Frederick,0.36822197,0.45551457,,0.550821465,Spanish,Italian,,Russian/Austrian/German,FALSE,,,
Virillo S. 7 Roosevelt,1898_TrowBusMan,963,1917,1898_TrowBusMan_1917,Restaurants (Marked thus + are oyster saloons.),Restaurant,Virillo S. 7 Roosevelt,11,,Virillo S ,7 Roosevelt  ,7 Roosevelt,Italian,,,Italian,Spanish,Italian,Italian,Italian,Southern Europe,,,,,m,undecided,undecided,,,N,7,Roosevelt  ,Roosevelt,,,,,,Strackerjan,Uffo,0.3120143,0.32462864,,0.507261129,Spanish,Italian,,FALSE,FALSE,,,
"Lind Isidor, 97 Wooster",1898_TrowBusMan,958,1171,1898_TrowBusMan_1171,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Lind Isidor, 97 Wooster",13,,Lind Isidor ,97 Wooster  ,97 Wooster,,,,,Sweden,German,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,97,Wooster  ,Wooster,,,,,,Messere,Samuel,0.404500481,0.451289681,,0.523851703,Sweden,0,,Russian,FALSE,,,
"Goldberg Anne, 166 Allen",1898_TrowBusMan,955,754,1898_TrowBusMan_754,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Goldberg Anne, 166 Allen",15,,Goldberg Anne ,166 Allen st  ,166 Allen,Jewish,,,Jewish,Sweden,Danish,undecided,undecided,Northern Europe,f,f,,f,f,f,f,,,N,166,Allen st  ,Allen,,,,,,Travers,Louis,0.572328649,0.663314209,,0.492413189,Sweden,Jewish,,Irish/Italy/New York,FALSE,,,
"Brand Anton, 656 2d av",1898_TrowBusMan,952,274,1898_TrowBusMan_274,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Brand Anton, 656 2d av",13,,Brand Anton ,656 2nd av ,656 2d av,English,Dutch,German,German,Sweden,English,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,656,2nd av ,2nd,av,,,,,Wennerholm,John,0.775109332,0.84624496,,0.485432022,Sweden,German,,FALSE,FALSE,,,
"Lichtenstadt Oscar. 642, 8th av",1898_TrowBusMan,958,1161,1898_TrowBusMan_1161,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Lichtenstadt Oscar. 642, 8th av",20,,Lichtenstadt Oscar ,642 8th av ,"642, 8th av",,,Austrian,Austrian,Sweden,German,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,642,8th av ,8th,av,,,,,Echardt,Andre,0.45714683,0.45053351,error,0.697407402,Sweden,Austrian,,FALSE,FALSE,,,
"Naething Brothers, 118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",1898_TrowBusMan,959,1379,1898_TrowBusMan_1379,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Naething Brothers, 118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",19,,Naething Brothers ,15 Dutch  ,"118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",,,English,English,Sweden,Irish,cannot use api,cannot use api,Northern Europe,m,,m,m,m,m,m,,,N,15,Dutch  ,Dutch,,,,,,Hollander,Rose,0.48893415,0.46037676,error,0.750965572,Sweden,English,,Russian/Austrian/Hungarian,FALSE,,,
"Naething Brothers, 118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",1898_TrowBusMan,959,1380,1898_TrowBusMan_1380,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Naething Brothers, 118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",19,,Naething Brothers ,360 Canal  ,"118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",,,English,English,Sweden,Irish,cannot use api,cannot use api,Northern Europe,m,,m,m,m,m,m,,,N,360,Canal  ,Canal,,,,,,Holsten,Henry,0.45340837,0.45247275,error,0.459035104,Sweden,English,,German,FALSE,,,
"Naething Brothers, 118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",1898_TrowBusMan,959,1381,1898_TrowBusMan_1381,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Naething Brothers, 118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",19,,Naething Brothers ,19 Lispenard  ,"118 Fulton, 15 Dutch, 360 Canal & 19 Lispenard",,,English,English,Sweden,Irish,cannot use api,cannot use api,Northern Europe,m,,m,m,m,m,m,,,N,19,Lispenard  ,Lispenard,,,,,,Horn,Kong,0.98456695,0.9883173,,0.804535789,Sweden,English,,German/Austrian,FALSE,,,
"Tielenius Carl, 2 Centre",1898_TrowBusMan,963,1863,1898_TrowBusMan_1863,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Tielenius Carl, 2 Centre",16,,Tielenius Carl ,2 Centre  ,2 Centre,,Dutch,,Dutch,Swedish,German,undecided,undecided,Northern Europe,m,,m,m,m,m,m,,,N,2,Centre  ,Centre,,,,,,Silberman,Bernhard,0.47662103,0.43319686,error,0.857655677,Swedish,Dutch,,Russian/Austrian/Hungarian/German,FALSE,,,
"Westerhold Anna, 52 W 30th",1898_TrowBusMan,963,1978,1898_TrowBusMan_1978,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Westerhold Anna, 52 W 30th",17,,Westerhold Anna ,52 W 30th ,52 W 30th,,Dutch,,Dutch,Swedish,German,undecided,undecided,Northern Europe,f,,f,f,f,f,f,,,N,52,W 30th ,W,30th,,,,,Von,Dohlen,0.45694548,0.4384678,error,0.721548826,Swedish,Dutch,,German,FALSE,,,
"Westerman Carl, 46 Grand",1898_TrowBusMan,963,1979,1898_TrowBusMan_1979,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Westerman Carl, 46 Grand",16,,Westerman Carl ,46 Grand st  ,46 Grand,,Dutch,,Dutch,Swedish,English,undecided,undecided,Northern Europe,m,,m,m,m,m,m,,,N,46,Grand st  ,Grand,,,,,,Wagger,Henry,0.48489932,0.46569837,error,0.557033022,Swedish,Dutch,,Russian/Austrian/Hungarian,FALSE,,,
"Lindinger Frederick, 56 Liberty",1898_TrowBusMan,958,1172,1898_TrowBusMan_1172,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Lindinger Frederick, 56 Liberty",21,,Lindinger Frederick ,56 Liberty  ,56 Liberty,,,"Jewish, German","Jewish, German",Swiss,Austrian,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,56,Liberty  ,Liberty,,,,,,Baldauf,Andrew,0.518384549,0.568594632,,0.462339238,Swiss,"Jewish, German",,FALSE,FALSE,,,
"Friob & Suesena, 7 Rivington",1898_TrowBusMan,955,700,1898_TrowBusMan_700,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Friob & Suesena, 7 Rivington",17,,Friob & Suesena ,7 Rivington  ,7 Rivington,,,,,Swiss,Jewish,cannot use api,cannot use api,,,,,,m,cannot use api,cannot use api,,,N,7,Rivington  ,Rivington,,,,,,Plavano,Lena,0.403445104,0.462342751,,0.753873271,Swiss,0,,FALSE,FALSE,,,
"Alder Emil, 317 W Bway",1898_TrowBusMan,951,95,1898_TrowBusMan_95,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Alder Emil, 317 W Bway",12,,Alder Emil ,317 W Broadway,317 W Bway,English,,Germany,English,Swiss,German,undecided,Swiss,Western Europe,m,m,,m,m,m,m,,,N,317,W Broadway,W,Bway,,,,,Paulsen,Charles,0.50387907,0.535824755,,0.774098169,Swiss,English,,German/ New York/ Scandinavian ,FALSE,,,
"Allen Adolph, 88 Lewis",1898_TrowBusMan,951,98,1898_TrowBusMan_98,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Allen Adolph, 88 Lewis",14,,Allen Adolph ,88 Lewis  ,88 Lewis,English,,,English,Swiss,Irish,undecided,Swiss,Western Europe,m,m,,m,m,m,m,,,N,88,Lewis  ,Lewis,,,,,,Hoffman,Simon,0.42421804,0.461212286,,0.882117079,Swiss,English,,Russian/German,FALSE,,,
"Baruch Nicholas, 158 Greene",1898_TrowBusMan,952,175,1898_TrowBusMan_175,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Baruch Nicholas, 158 Greene",17,,Baruch Nicholas ,158 Greene  ,158 Greene,Jewish,,"Jewish, German",Jewish,Swiss,German,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,158,Greene  ,Greene,,,,,,Roses,Jacob,0.503434351,0.641291524,,0.876793427,Swiss,Jewish,,Russian/Austrian,FALSE,,,
"Pfyl Joseph, 1131, 3d av",1898_TrowBusMan,960,1481,1898_TrowBusMan_1481,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Pfyl Joseph, 1131, 3d av",13,,Pfyl Joseph ,1131 3rd av ,"1131, 3d av",Dutch,,,Dutch,Swiss,German,undecided,undecided,Western Europe,m,,m,m,m,m,m,,,N,1131,3rd av ,3rd,av,,,,,Hoppialky,Oscar,0.33465357,0.43223807,,0.882252675,Swiss,Dutch,,FALSE,FALSE,,,
Herrmann Elizabeth. 219 Grand,1898_TrowBusMan,956,888,1898_TrowBusMan_888,Restaurants (Marked thus + are oyster saloons.),Restaurant,Herrmann Elizabeth. 219 Grand,20,,Herrmann Elizabeth ,219 Grand st  ,219 Grand,English,,,English,Swiss,Irish,undecided,undecided,Western Europe,f,f,,f,f,f,f,,,N,219,Grand st  ,Grand,,,,,,Berger,&,0.33504726,0.52269484,,0.716192693,Swiss,English,,Russian/German/Austrian,FALSE,,,
"Ruff Dora, 118 E 4th",1898_TrowBusMan,961,1617,1898_TrowBusMan_1617,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Ruff Dora, 118 E 4th",11,,Ruff Dora ,118 E 4th ,118 E 4th,English,,,English,Swiss,German,undecided,undecided,Western Europe,f,,f,f,f,f,f,,,N,118,E 4th ,E,4th,,,,,Mumirlie,George,0.48760584,0.44683187,error,0.507974936,Swiss,English,,FALSE,FALSE,,,
"Weber Samuel, 11 Pike",1898_TrowBusMan,963,1953,1898_TrowBusMan_1953,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Weber Samuel, 11 Pike",14,,Weber Samuel ,11 Pike st  ,11 Pike,,English,,English,Swiss,German,undecided,undecided,Western Europe,m,,m,m,m,m,m,,,N,11,Pike st  ,Pike,,,,,,Turkel,Bernard,0.45489561,0.42797365,error,0.45489561,Swiss,English,,Russian/Austrian,FALSE,,,
"Kummerle Frederick, 1385, 3d av",1898_TrowBusMan,958,1102,1898_TrowBusMan_1102,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Kummerle Frederick, 1385, 3d av",20,,Kummerle Frederick ,1385 3rd av ,"1385, 3d av",German,,,German,Swiss,German,German,German,Western Europe,m,m,,m,m,m,m,,,N,1385,3rd av ,3rd,av,,,,,DENNETT,SURPASSING,0.4767532,0.71610998,,0.574551939,Swiss,German,,Russian/Scottland/Hungarian/New York,FALSE,,,
"Vogel Isaac, 128 1/2 Chrystie",1898_TrowBusMan,963,1921,1898_TrowBusMan_1921,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Vogel Isaac, 128 1/2 Chrystie",13,,Vogel Isaac ,128 Chrystie  ,128 1/2 Chrystie,German,,,German,Swiss,South Africa,undecided,undecided,Western Europe,m,,m,m,m,m,m,,,N,128,Chrystie  ,Chrystie,,,,,,Vogel,Isaac,0.495728687,0.522066618,,,FALSE,Great Britain,,Russian/German/Austrian/Hungrian,FALSE,,,
